account_number,account_name,balance,account_type,recent_transactions,bank_code,status
9467253007,Thomas White,994362.61,Business,3079.55;7349.36;7343.23;4142.75;9365.82;2026.32;9911.29;3431.22,DEF,active
5956961988,Christian Monroe,809111.74,Business,6779.78;8359.83;3228.8;4313.21;2320.46;2688.06;4450.26;1917.33;7998.97;4844.91,DEF,active
7954659920,Michael Miller,456252.86,Savings,8379.1;739.7;2507.88;6026.57;441.71;4243.66;6580.66;4512.92,DEF,active
2248769149,David Johnson,108258.46,Savings,5679.19;7340.58;3950.55;4569.54;6853.8;1072.4,GHI,inactive
4889924156,Jonathan Grant,320277.12,Business,1623.59;8988.47;7805.61;2891.91;4935.48;4477.92;4344.37;9485.72;6667.61;1777.89,GHI,active
8989361992,James Boone,544292.2,Savings,4195.59;4009.25;5729.49;1920.97;6011.75,ABC,active
4190572146,Paula Gomez,134154.35,Savings,8403.96;7367.88;4959.85;7508.18;4626.7,JKL,active
1252261259,Donald Andersen,47113.41,Loan,8535.83;1973.57;9567.88;9654.5;4776.03;9673.03;3307.19;4281.67;887.32;4657.51,GHI,inactive
6603898860,Angela Cummings,857289.27,Personal,8114.56;3022.05;9300.2;2976.64;1990.99;2427.8,JKL,inactive
1692122504,Michael Manning,94926.44,Loan,5551.38;8811.49;2848.58;9244.93,GHI,closed
9198153939,Kathleen Perez,36094.09,Business,3546.14;8529.65;4935.99;2623.07;9074.06,JKL,active
3698436035,Marcus Norman,747866.25,Personal,9949.57;2403.25;8590.6;2804.56;125.82;1121.6;4324.13;5097.62;8348.47,XYZ,closed
2123217228,Barbara Chaney,377476.41,Personal,7211.5;9933.95;3003.28;691.28,XYZ,active
3038872680,Luis Clark,467742.16,Savings,1254.5;5501.35;4162.4;1303.9;531.18,JKL,closed
4304971943,Summer Arroyo,735144.44,Business,8484.53;2903.96,XYZ,active
5175636771,Nichole Barber,274524.46,Savings,7774.54;6515.67;1610.5;522.16;178.71;5700.15;9670.16;8608.31;4822.81,DEF,active
4679787698,Amanda Lee,785765.02,Savings,3172.28;1618.92;7947.14;9612.27;6503.1;2106.16,ABC,inactive
6067864650,Mrs. Katelyn Mcfarland,300284.1,Business,6335.46;9228.09;6485.05,ABC,closed
7799473706,Joseph Bird,868412.08,Personal,873.09;5755.03;2758.63;2396.21,ABC,inactive
6211664545,Kathleen Zhang,684012.68,Savings,7703.53;3008.7;9977.97,ABC,active
4601932891,Mallory Robertson,79464.57,Personal,8756.54;7040.55;5761.45,JKL,closed
6437098704,Angela Gutierrez,731102.58,Personal,9816.75;3614.69;9235.33,DEF,inactive
1873697977,Mr. Michael Wong,808405.17,Personal,9347.85;8815.18;6869.36;563.7;1144.15;9520.35;8397.4;2425.46;1267.44,JKL,inactive
2966543632,Ashley Keith,753085.38,Loan,313.65;2669.39;6149.51;7588.37;6056.71,XYZ,active
6419648347,Mr. Connor Salazar,944423.88,Loan,7964.29;7731.43;9083.16;6666.74,DEF,active
4772661638,Ashley Le,190136.05,Savings,621.69;115.33;2126.94;6707.54;8563.95;8221.26;4370.28;6469.98;2544.81,ABC,active
1536035366,Regina Gomez DDS,579019.55,Personal,6179.93;7573.65;827.51;7694.42;6808.83;9806.11;6849.86,JKL,inactive
6849416604,Keith Allen,845125.94,Loan,9226.6;1747.82;1362.36;9745.64;9562.33;652.97;4829.09;8593.51;9930.02;4587.22,DEF,inactive
9436516763,Debra Kelley,195276.97,Business,585.59;4908.85;4365.85;9276.98;2037.0;1718.18;6226.92;2603.69,ABC,closed
2550961165,Angela White,45514.91,Personal,1111.5;7121.16,JKL,active
5762970939,Deanna Collins,743089.31,Business,3224.01;498.78;4175.74;5772.9;164.47;5222.78;5391.1;7600.88;9663.65;8770.72,ABC,active
2455262064,Christina Jackson,744637.6,Savings,1512.87;1480.6;4195.61;8151.07;8425.35;1982.1;4788.93,ABC,inactive
5468819874,Kyle Mcdaniel,333909.94,Loan,509.79;1769.52,GHI,inactive
1251353299,Timothy Aguilar,408935.19,Business,7432.18;2522.68;3721.38;3790.8;2123.18;2200.03;9928.29,DEF,closed
9665484525,Javier Kim,9565.65,Savings,2282.24;6235.85;9083.98,GHI,active
1001887330,Chelsea Salas,431623.69,Savings,3703.99;9827.57;7721.87;6926.97;8225.45;2453.89;6911.93;6307.4,ABC,active
1441138972,Stephanie Miller,971487.84,Business,2141.53;6704.78;9192.97;5547.19;5965.75,GHI,inactive
3384361233,William Smith,962601.7,Loan,3007.1;9776.99;2932.62;4053.81;2445.22;6670.65;8956.67,JKL,closed
5931894998,Walter Patel,308987.29,Personal,5013.03;5996.4;3213.34;9464.96;7034.84;6492.17;9664.83;8771.18,DEF,inactive
2692685454,Jessica Hawkins,539741.69,Business,8267.16;1247.22;2055.73;9952.08;8182.21;830.7;2446.56;2306.22;8924.37;5612.02,GHI,closed
7316789019,Matthew Arroyo,790556.09,Personal,2542.99;2548.06;5606.0;4741.62,DEF,active
2421593528,James Kelly,882142.14,Personal,958.94;4526.72;1279.36;8350.46;7256.08;259.2,ABC,inactive
8154589952,Tina Johnson,149143.81,Personal,6410.29;1794.06;7271.89,ABC,closed
2598809538,James Weber,417893.31,Savings,6466.92;9661.79;3058.7,XYZ,active
8563396459,Shawn Bell,883544.05,Savings,2337.51;4262.5;8297.91,GHI,closed
2515841460,Brian Sanchez,983065.04,Loan,2594.59;6278.04;4674.67;2530.46;8110.49;6139.76;3951.5;7367.54,DEF,closed
1337879609,Renee Chang,651925.47,Personal,2429.84;5432.13;1895.06;5496.77;9509.89;2578.82;8645.39;5364.17;593.4;9409.38,JKL,closed
6874146252,Tammy Holloway,559808.27,Savings,9049.92;2185.71;2525.34,ABC,active
5467536373,Zachary Nichols,802754.69,Loan,3763.99;8308.47;1953.34;5286.38;998.56;8963.36;3611.58;2670.28,ABC,inactive
3858013503,Amber Moore,143279.91,Loan,7953.69;7486.87;8253.29,DEF,active
8156420771,Grant Allen,364905.4,Loan,8837.15;1162.59,JKL,closed
6911491616,Susan Smith,637485.4,Savings,8356.74;7473.28;2898.44;5770.89;9042.28;5843.64,ABC,inactive
2528581656,Ronnie Sims,76439.99,Personal,1937.45;152.71,JKL,inactive
8109714173,Michael Gregory,801573.51,Savings,5824.79;4422.39;2781.43;6392.24;2224.18;2834.65;1545.7;8787.72;7420.34,GHI,active
7668996849,William Smith,738607.64,Business,4414.11;6971.53;2775.69;4536.68;9174.9;8931.13,DEF,active
9628927104,Richard Foster,659565.26,Business,6091.48;1786.93;8815.2;1236.91;490.39;4326.96;5638.2,DEF,active
9460466103,Julie Tyler MD,36965.28,Savings,3127.17;2282.27;1729.19,XYZ,closed
2814044702,Clifford Murphy,828417.01,Business,1073.73;2397.79,XYZ,inactive
4723265970,Tammy Brennan,92366.91,Business,2798.75;6727.79,DEF,closed
1089970066,Hayley Lee,398408.38,Loan,4952.35;883.76;155.38;9605.56;6740.51;4266.4,JKL,inactive
2184498621,Adam King,230238.43,Business,8346.52;964.16;6216.3;8650.36,DEF,inactive
4418040371,Kylie Crosby,494439.23,Personal,8235.46;2439.43;8649.52;5899.09;913.61;2809.61,DEF,active
3158952211,Clinton Freeman,351930.89,Savings,6184.55;9645.19;7103.7;3163.52;9787.48;6516.82;6352.63;1655.77,ABC,inactive
7405351223,Charles Hill,254180.79,Business,8334.72;2923.11;7908.92;6709.17,XYZ,inactive
1059983958,Justin Sanchez II,330151.44,Savings,7680.92;108.83;1581.87;991.73,DEF,closed
2673056433,Justin White,594483.55,Savings,8026.21;1624.52;6390.15,GHI,closed
5361171028,Deanna Cox,264297.76,Personal,9789.99;6365.93;624.53,XYZ,active
8101310765,Joseph Nelson,414386.96,Loan,395.2;9504.84;3273.01;816.42;4427.47;3041.1;5490.06;5433.84;100.7,JKL,closed
1295576191,Thomas Roach,622409.8,Savings,6657.76;5233.78;8002.23;6783.08;3068.66;6923.42,GHI,inactive
2086799074,Katie Mercado,510730.89,Personal,7527.04;5922.42;3517.85;317.91;6220.03;3063.02;7049.49;9796.95;3555.74;6860.42,ABC,inactive
6273301651,Alexandra Aguilar,513136.54,Savings,853.62;4146.15;8600.43;6853.44;6917.55;8469.51,GHI,active
2607006451,Dennis Flores,965284.96,Loan,1949.7;8292.06;9895.34;5558.51;5385.85,XYZ,closed
9880500953,Edward Walsh,849986.4,Personal,4108.16;5100.54;5513.6;4947.31;3020.76,XYZ,active
9185134028,Brandon Wood,995411.94,Business,4617.0;1844.77,XYZ,inactive
3400560785,Tanya Johnson,299172.78,Savings,612.52;262.49;2789.2;6524.81;3489.86;7380.95;5278.9;8972.98;3515.18;6324.63,DEF,closed
6833954249,Michelle Ashley,904481.71,Personal,1508.66;7017.57;3678.79,XYZ,active
9395757225,Henry Rowland,519949.64,Business,3659.73;3864.79;1319.46;3335.82;2961.81;4182.33;3288.7;9662.57;8203.12,DEF,active
7390158959,Michael Jennings,16823.5,Personal,5203.37;477.41;3400.33;3088.88;2143.3;481.68;6120.23;7287.4;563.93;281.5,JKL,closed
7457731985,Taylor Weaver,749044.56,Personal,462.55;6316.86;6990.44,ABC,inactive
4791368887,Anthony Trujillo,188833.63,Business,2762.42;2129.73;4457.85;1771.32;8094.76;3794.97;5069.28;7582.44;9476.3;2397.38,XYZ,inactive
4819687770,Frank Barnes,124476.26,Loan,8932.37;9637.77;1149.12;3608.76;8057.72;318.67;7112.43,JKL,inactive
4575584886,Tristan Stanley,71992.85,Personal,1422.01;2314.59;7490.08;2955.79;8205.23;9445.45;4096.99;4666.79;782.83,ABC,inactive
8224841031,Jerome Washington,309942.06,Personal,2248.79;106.33;332.47;9811.98;5135.81;4914.5,JKL,active
8417225242,Alicia Novak,611969.83,Business,6040.65;5443.09,GHI,active
8365137779,Michael Glover,838053.08,Loan,8150.35;1861.87;3666.09,DEF,closed
2357597436,Heather Robinson,750942.47,Personal,767.92;5425.23;9249.15;7649.41;8136.02;6262.6;3117.82;3198.59;3457.66,JKL,active
8166431551,Andrew Clark,215685.08,Personal,9568.83;9069.32;6188.48;4025.3;643.44;2520.69;1478.14;8638.35;8545.09,XYZ,closed
9513765095,Dawn King,28801.43,Business,8922.74;7928.37;9591.47;7761.65;6078.18;955.91;1944.42;4235.09;6092.38,XYZ,active
7438687157,Cristian Rivas,481035.93,Personal,9515.68;7491.1;8880.34;9877.21;4232.66;9492.55;7594.06;3798.51;365.48,GHI,active
6508915425,Samuel Myers,496036.36,Business,8930.69;6212.49;4159.45,JKL,active
1953825617,Tammy Russell,156920.14,Business,8801.72;221.87;1895.57;6266.18;1660.88;4124.4;2690.87;3657.52,GHI,active
5868190073,Melinda Montoya,215488.33,Business,4758.22;1413.5;5457.32;1225.86;6683.1;8099.87,DEF,closed
5981286514,Tasha Stanton,762741.81,Savings,7131.98;621.01;8805.27;7020.64,JKL,active
8098848252,Krystal Lopez,701442.72,Business,8156.59;3819.61;6206.37;9444.83;6109.18;5106.91,ABC,inactive
6193314066,Cory Garcia,463361.25,Loan,9246.01;4783.04;4520.69;2061.2;9700.44;9017.03;4280.7;4146.83,DEF,closed
9619731483,Sarah Morgan,566628.89,Savings,7028.94;6386.6;2035.23,XYZ,active
5852187445,Julie Washington,636506.18,Savings,4201.01;1186.49;5535.93;9768.08;161.8;3119.27;1959.86;820.8;7761.39,GHI,closed
4427410927,Mario Reyes,172970.1,Business,3933.81;3082.14;7075.32;230.55;3826.71,GHI,active
2340538381,Oscar Pena,626884.61,Business,2881.16;876.35,GHI,active
7363664417,Victoria Flores,634411.39,Loan,2778.19;6683.28,XYZ,inactive
5487439066,Kimberly Wolfe,523247.65,Savings,1470.76;1128.73;8195.05;5357.31;781.25,DEF,inactive
2324842372,Stephen Price,990528.74,Savings,1612.57;1373.9;8471.98,XYZ,active
9929381347,Jorge Miller,867474.39,Business,1745.77;4535.01;7604.72;6169.96;8744.8;7111.46,JKL,active
1778468372,Suzanne Bradshaw,118944.13,Savings,2596.61;2767.17;4125.34,DEF,inactive
5399616720,Colin Fowler,447001.13,Savings,7852.51;5013.77;7281.83;9547.45;5117.66;5250.46;3976.29;4166.25;5377.89;5487.96,ABC,inactive
9255371549,David Solis,881571.0,Business,1132.96;1067.86,JKL,closed
3556756077,Glenn Moore,149534.82,Business,4434.01;260.81;7686.2;4599.39;5624.74;2917.24,ABC,active
1436701124,Cory Everett,124428.88,Business,8599.98;6733.02;7877.02;3427.67;9731.58,XYZ,inactive
9547077642,Michael Murray,780921.52,Business,8123.02;7362.61,JKL,closed
1109841439,Rachel Evans,910032.63,Savings,9608.01;1889.59;1606.51;1642.56;4344.53;4563.98;9355.22,GHI,inactive
8300987815,Kevin Bishop,324215.17,Personal,5405.64;7632.14;4513.82;9214.12;789.41;6100.16;7048.09;5564.2;6759.4,DEF,inactive
2762770740,Carol Mcmahon,107259.05,Loan,9287.71;7543.82;624.69,XYZ,closed
5447151894,Jaclyn Aguilar,117590.19,Savings,4830.31;4173.31;2111.72;6178.81,XYZ,closed
6518095540,Jo Richardson,913277.83,Loan,5543.13;1103.93;826.23;7412.21;9201.01;7285.03;9078.57;4648.01;6603.91,XYZ,inactive
6992807295,April Williams,524152.91,Personal,5049.07;2715.76;2630.77,JKL,active
7146221431,Randy Caldwell,271608.02,Personal,3432.95;4313.08;2841.62;3822.9;2763.11;4257.01,DEF,inactive
3458828866,Jamie Randall,502982.91,Business,8103.12;5037.26;8421.91;4087.58;4781.16;8787.91;3360.91;9828.95;3681.89;9744.38,GHI,active
4009539138,Natalie Blackwell,381703.51,Loan,7143.81;7328.04;9654.97;7558.91;4322.9,GHI,active
6216204801,James Branch,965372.78,Savings,7924.59;7393.59;6073.41;2668.1;7376.23;190.67;9599.85,DEF,inactive
7454344713,Gina Evans,984262.5,Savings,9107.64;3517.47;1542.13;3831.75;1294.33;3320.33;1538.5,JKL,active
7689557578,Jesse Smith,178557.8,Loan,5064.15;4783.19;200.83,JKL,active
3876274722,Christine Espinoza,844404.89,Personal,6324.11;4682.73;1761.78,GHI,active
7957643986,Mark Roberts,323057.35,Personal,7211.32;2212.54;6452.0;9620.25;1583.0,GHI,active
5896789171,Breanna Owens,477768.85,Loan,3211.06;9149.94,JKL,active
4536128129,Peter Martin,281434.72,Savings,8857.18;2432.41;9315.84;2157.94;7497.21;2701.09;3243.38;4479.72;3450.98,XYZ,inactive
8624813534,Jeffrey Rhodes,148370.31,Loan,4048.35;7554.67;6360.85,JKL,active
5617259539,Tina Thompson,178488.86,Savings,6172.61;1142.27,ABC,active
1594950214,Katie Wright,889006.42,Loan,8445.94;2705.4;6874.76;7078.7,XYZ,closed
2322908756,Bruce Mitchell,983898.04,Savings,8719.85;6458.77;6291.48;4749.81;6252.23;6935.3;621.89,GHI,closed
7429800580,Veronica Lewis,194731.92,Business,5614.01;7756.35,JKL,inactive
5265745218,Richard Roberts,486130.31,Savings,6679.56;4459.24;5617.29,DEF,closed
2108188409,Mrs. Rachel Herman,71749.9,Savings,7200.52;4122.64;3762.32;9970.86;5527.96;6822.02;3561.09;9954.51;5680.18;5024.38,JKL,inactive
4438913911,Michelle Skinner,126042.49,Loan,7325.6;1562.43;416.23;272.24;5913.07;5496.42;653.42,ABC,closed
3880002951,Edward Singh,380959.33,Business,8308.66;4001.6;6191.65;4089.04;2344.03;9254.59;2455.41,ABC,inactive
2033587454,Allison Rice MD,454363.52,Loan,2629.25;9306.33,XYZ,closed
9891944275,Teresa Avery,605118.92,Savings,3292.01;7389.25,DEF,inactive
5796172212,Travis Rasmussen,270674.95,Business,2396.95;5404.69;6432.85;9955.91;3719.43;3972.1;1054.82,JKL,active
5155581283,Emma Kemp,206710.55,Loan,7590.86;7870.14,DEF,inactive
6524806278,Angela Stokes,25463.69,Business,4964.93;3882.68;8494.21;1702.96;4651.95;2866.19;7752.71;3241.65,ABC,active
9879023621,Randall Roberts,786538.94,Business,3478.83;5262.25;6758.38;7374.84;6426.39;3426.17,JKL,closed
4731192934,Jeffrey Johnston,88097.15,Personal,3704.42;1085.62,DEF,active
2845282038,Derek Ball,190234.36,Business,6098.83;6920.08;8399.0;5323.99;4905.53;5952.78,DEF,inactive
4148120891,Joseph Williams,207259.44,Savings,4730.87;3165.69;7419.42;8578.51;2851.76;1959.48;9600.55;1519.58;8099.07;9813.74,GHI,closed
5326676168,Dawn Richardson,899128.28,Loan,1928.24;8957.74;8600.59;9973.93;1050.43;358.1;3135.27;3629.37;2265.43;4561.09,JKL,closed
8531196176,Melissa Perez,484226.52,Business,3906.57;1778.51;1149.12;1700.94,GHI,inactive
2944954756,Timothy Lucero,283071.86,Business,7818.1;4791.68;450.6;3600.64;494.6;7320.94,XYZ,active
9410041702,Kim Rivers,876803.74,Business,8732.79;3334.7;9481.72;7695.24;3451.9;1150.62;3081.26;3306.34;3478.96;7695.29,ABC,active
5837590901,Brandon Guzman,787310.8,Personal,4927.9;1211.18;9953.75;1348.82;6498.11;3944.62;1229.42;3145.06;4044.87,GHI,closed
6026347212,Mr. Justin Rhodes,483742.27,Personal,4335.4;6237.5;7048.81;9394.84;9657.48;9828.34;2104.45,DEF,inactive
7442329685,Emily Moore,588797.06,Business,7446.1;4042.13;7408.16;5787.67;7307.92;5897.61;778.28,ABC,inactive
1244323810,Brian Gillespie,995418.16,Loan,9993.59;6744.05;3684.03;1602.55;8390.69;8786.57,ABC,inactive
8524770754,Nicholas Mckee,612956.79,Savings,7682.77;4449.22;1316.19;431.65;6184.98;5763.35;4709.04;2853.69;7435.65,XYZ,inactive
1617269528,Jeremy Hickman,366545.12,Personal,3039.89;3284.79;1086.17;590.32;4103.3;6903.5;5355.91;517.8,GHI,closed
5435878963,Robert Clark,421019.4,Savings,1246.7;9370.12;2754.86;5527.36;9981.67;5452.78;7046.15,XYZ,closed
6020655249,Gail Murphy,154436.26,Loan,9695.45;5069.26,XYZ,inactive
7590503504,Ms. Tammy Thomas,108860.15,Personal,186.55;2863.79;6471.44;7530.45;9635.7,GHI,active
9486384066,Rose Martinez,692450.51,Personal,5996.24;1761.61;7982.18;4665.49;3144.64;7326.84;9984.16;8538.46;9369.41;2270.23,ABC,inactive
8034185973,Charles Fry,544080.82,Personal,2994.65;8428.26;7581.91;7722.41;8064.29;2444.44,JKL,inactive
2174403140,Veronica Fitzgerald,825750.99,Loan,5517.15;3428.26;1378.09;1726.23;9441.31;1191.71;8247.72;9249.39;8620.19,ABC,inactive
1037089517,Cody Miranda,598339.09,Savings,1664.86;8585.54;2275.4;3517.28;4328.77;1688.43;3924.4;7858.06;2426.99,DEF,active
8745754654,Laura Johnson PhD,580270.41,Savings,5779.07;4543.81,JKL,active
8810975378,Ann Duncan,780389.66,Savings,3158.59;5347.6;8726.77;3064.93;5276.72,ABC,closed
7434533380,Gregory Chambers,661425.29,Business,2506.36;7308.29;6220.99;8820.69;3287.6;4484.5;3831.77;7828.34;5710.18;515.06,JKL,active
1398474656,Victoria Abbott,276104.15,Loan,2719.23;4234.8;4328.77;1074.0;1077.49;8807.93;4293.43,JKL,inactive
8814769793,Nancy Simpson,587523.46,Business,8520.15;7343.73;5722.78;7464.78;1462.05;9479.56;6785.27,DEF,active
2198246380,Miranda Johnson,376267.59,Loan,388.8;779.55;7200.18;9680.46;3404.96;7766.27;8211.19;2890.18;8543.54;1932.39,ABC,active
9026749630,Christopher Singleton,149579.97,Savings,271.95;9108.91;2906.8;9035.12;5514.29;8471.01;7623.66,JKL,closed
8008939647,Shelby Prince,932092.02,Savings,7466.94;7697.46;4748.3;5886.02;3482.98;2577.81;9302.57;3815.29;902.37,JKL,closed
2857045424,Tami Porter,927809.3,Loan,1133.2;9018.38;8844.76;9587.43;5972.99,ABC,closed
4813897721,Mary Gomez,132970.8,Business,6613.93;5863.29;8164.67,JKL,inactive
3544440386,Carolyn Guerra,425528.02,Business,2200.97;2649.72;422.64;1175.73;5817.2;8344.48,GHI,inactive
9284146133,Sean Gonzales,990569.73,Business,8241.25;4586.98,XYZ,closed
7806454799,Jennifer Cooley,538415.9,Loan,4645.54;3895.9;5643.42;6295.68;8458.13;8361.8;9211.69;3385.25;9802.67;2847.08,GHI,closed
7843157313,Michael Lambert,208760.29,Loan,3016.78;8686.81;8161.87;7324.68;6731.12;1534.61;9034.56;7287.44,XYZ,inactive
7317585907,Jeffrey Brown,435046.61,Business,1200.49;5911.38;7882.52,JKL,active
7358609960,Catherine Perry,258085.35,Loan,6547.66;332.13,ABC,active
4953993558,Mark Silva,159461.53,Loan,5997.57;9442.56;267.69;5941.9;6940.0;9260.99;2857.31;4012.04,ABC,closed
9163341868,Kristina Lawson,100408.67,Loan,3705.3;3455.99;6927.19;2993.81;5974.86;6343.59,GHI,closed
4014535450,Denise Rogers,758984.94,Savings,2052.06;7332.68;3501.82,GHI,closed
3692455277,Heather Barnes,109781.39,Business,8877.88;2645.01;9465.63;8988.51;6262.26;1739.3,GHI,inactive
5927049702,Melissa Weber,807204.51,Savings,7407.1;7361.78;6651.5;6115.3;4496.64;5575.14,ABC,closed
6300864752,Mr. John Gonzalez,218657.97,Personal,4591.98;7450.29;8215.92;9538.28;9595.61,DEF,closed
2675707485,Jasmine Fernandez,275004.99,Business,1586.76;1100.33;3100.12,ABC,active
3984384726,Anthony Zamora,717536.87,Savings,2950.06;4043.24;2781.19;9970.25;6140.88,ABC,active
6665019388,Susan Waters,445713.61,Business,1632.32;8490.16;7698.65,JKL,active
8165626129,Mr. Thomas Thomas,326255.51,Business,8381.64;5993.91;2357.62;4026.31;7297.67;6784.97;1526.78;2191.72;2702.19,XYZ,closed
8145693265,Adrian Mason,605970.64,Savings,6743.4;4428.43;8104.41;1448.0,JKL,closed
5880326302,Nicole Zhang,239625.02,Savings,6957.01;7124.79;6274.11;6075.15;443.37;7475.69;6094.45;9882.2;9803.25,XYZ,closed
7808505229,Nicholas Gonzalez,841439.43,Business,2497.9;4889.9;8358.02;4780.34;6002.33,DEF,inactive
9571889545,Luis Blankenship,129927.37,Business,2600.48;2448.95;4592.19;6168.9;4916.82;734.4;5215.74,DEF,inactive
5197681692,Christian Hunter,399328.86,Loan,2488.46;3335.47;8016.2;4043.02;5533.45;4455.94;9223.27,GHI,inactive
1819088575,Amanda Wood,291518.83,Loan,1875.05;9099.06;3172.48,ABC,active
4782125207,Brenda Hahn,769185.05,Savings,8715.65;842.37,GHI,active
9252081322,Jessica Martinez,270352.49,Business,4938.47;586.55;4485.88;6468.12;136.69;7076.94;6573.09;6257.48,JKL,closed
4578187841,Amy Carter,609878.67,Personal,3427.0;3381.1;6074.43;9414.92;2752.32;8276.06;5481.72;984.79;9888.63,ABC,inactive
1201229809,Joshua Cabrera,845553.41,Business,3135.2;2377.93;4655.16;6053.81;7426.49;3964.71;3650.57;386.91,DEF,inactive
1461027582,Jessica Garcia MD,797170.66,Loan,6335.99;4517.31;8926.1,JKL,inactive
2982359086,Nicole Brown,268107.33,Savings,5942.6;6316.46;3048.16;4469.17;8858.76,JKL,closed
3502606218,Joseph Golden,111473.54,Savings,2536.95;6021.1;5107.15;4751.04;5390.99;3452.2;506.11;6662.92;1932.67;2675.38,JKL,active
4993732489,Stephanie Clark,625255.64,Personal,6603.72;4041.19;2442.28;6741.78,XYZ,closed
4180009232,Alicia Reed,893781.43,Business,1041.51;720.47;2839.42;290.86;5957.31;8718.8;5207.34;8422.36;4166.07,XYZ,active
7411771028,Caitlyn Curtis,574109.79,Savings,7055.4;8752.1;3527.74;8605.79;6469.17;6201.64;1886.06;2947.49,JKL,closed
9324581709,Kevin Downs DDS,186508.38,Personal,3873.36;7731.24;7587.29;9465.36,XYZ,active
9305676599,Traci Wyatt,588619.19,Savings,6924.9;2478.74;7740.43;6919.82;2402.4;1801.1,XYZ,inactive
4696666935,Alexandria Gardner,934705.31,Savings,738.95;4934.75;5930.69;1080.64;7523.02;7277.14;9561.35;2853.3;7510.47,DEF,active
6157615226,Audrey Russell,236900.76,Personal,412.73;3924.37;5555.47;4834.1;1214.62,XYZ,inactive
3271793529,Jordan Graham,551838.21,Personal,1888.33;4298.53,JKL,closed
7466053962,April Sanchez,583704.12,Business,114.68;8259.62;1586.72;6277.27;8628.5;4189.07;7431.81;8288.22,XYZ,closed
6646372375,Patrick Schmidt Jr.,475861.42,Business,1902.84;7905.53;921.28;1154.32,ABC,inactive
2659968478,Brian Baker,110996.79,Loan,1787.11;6247.55,JKL,closed
5398240424,Jonathan Hardy,584965.28,Business,4080.37;5624.65;6014.7;1464.58;4160.44;6663.16;6928.48,DEF,active
3759708496,Lisa Carey,769215.39,Loan,4663.64;6043.98,XYZ,closed
7783094103,Mary Sutton,831700.39,Business,934.4;9122.68;8203.89;3401.33;2064.42;991.94;5533.96;4150.85,ABC,inactive
5305256026,Charles Lucas,241053.19,Loan,2055.77;7653.78;3400.09;3402.62,GHI,closed
1516050280,Mark Bennett,861877.06,Loan,7389.31;5743.54;9757.26;362.84;4084.76;186.49;2630.47,JKL,closed
2357201537,Taylor Duncan,639539.46,Personal,5062.32;433.29;9676.2;9011.97;7820.44;7204.28,JKL,inactive
8238604497,Gerald Wood,695485.04,Loan,609.06;3960.72;6735.24;2886.8;9108.44,ABC,active
1052017062,Nathaniel Fisher,868449.25,Personal,236.79;6015.82;5658.2;7411.66;6491.61;710.54,ABC,inactive
9319700662,Joshua Moody,458965.77,Business,1855.66;7844.92;3069.07;8081.61;5837.56;326.99;646.61;7512.58,ABC,inactive
5807223767,Ellen Campbell,312926.29,Business,8257.42;443.42;1795.99;3854.97;4978.22;1713.09;9201.88;6000.92;3126.08,GHI,active
7991142704,Brianna White,451941.93,Business,9075.07;8912.4;544.97;9913.08;5100.36;6756.77;1397.57,ABC,active
1720010257,Michaela Strickland,771825.82,Personal,6883.5;6750.38;6038.33;4807.83;9010.92;8715.26;2563.58,XYZ,active
8301521852,Jacob Jones,375687.33,Business,2346.98;1743.38;3682.61;6321.1;6556.17;3532.12;7818.59,GHI,closed
1535809829,Melissa English,478293.9,Loan,9667.23;5058.29;740.42;4350.84,XYZ,closed
1684117195,Nicholas Schneider,38458.29,Loan,6560.35;7002.85;7805.57;3815.51;379.49;2686.8;1785.45;7526.15;7054.99;7376.72,DEF,active
1478688874,Ryan Lewis,493652.97,Personal,9019.99;1354.87;5154.45;7075.14;1729.3;9328.24;8485.99,DEF,inactive
4860672742,Samantha Williams,890833.94,Savings,7161.74;6672.64;8281.6;7958.85;1133.19;662.11;9614.43;3493.33;9551.64;1878.74,ABC,active
6738603032,Heather Pittman,654865.25,Business,7179.83;8387.43;7403.42;7934.14;5428.87;301.3;9814.3;5814.61;536.76,ABC,active
5401362773,Leslie Lewis,221880.9,Personal,353.85;7692.95;6440.38;8751.85,XYZ,active
2572417157,Jody Harris,722833.54,Personal,8057.05;679.43,XYZ,closed
1532151828,Steven Bennett,254618.87,Personal,1222.62;7933.12;7241.51;835.18;7526.06;9020.85,JKL,inactive
8762743118,Deborah Martinez MD,390573.47,Loan,2321.09;8656.11;4815.33;3630.22;221.14;1975.99,DEF,inactive
4284885830,Garrett Wood,709997.85,Savings,5277.58;9737.91;4984.38;9115.73,GHI,inactive
2346192474,Shannon Nichols,523189.78,Loan,5882.39;7856.39;3226.94,GHI,active
7867119807,Keith Mosley,151528.62,Loan,6452.98;7862.6;1333.92;2674.03;2242.57,JKL,inactive
5992923312,Roger Williams,77322.09,Savings,9817.71;7601.3;9759.87;3278.8;1233.8;187.16,JKL,inactive
5140319086,John Warren,315237.11,Business,2696.08;1142.81,ABC,active
2737046618,Joel Gibson,145181.9,Personal,7693.39;117.93;879.34;6369.87;426.36;3753.95,JKL,closed
7089466660,Tracy Jones,527135.84,Business,405.46;4910.72;9562.26;5391.66;1325.82;542.04;2632.51;3553.39;5658.24,GHI,active
5307610769,Ronnie Brown,366229.28,Personal,7878.04;7489.15;9806.91;9910.23;3085.41;9615.41;3998.19;981.78;8385.99;4372.79,GHI,active
